station_id,legacy_id,name,lat,lon,capacity
2020809814916515864,24478,Menard Ave & Milwaukee Ave,41.98139,-87.77331,16
a3b00b3a-a135-11e9-9cda-0a87ae2ba916,15645,Richmond St & Diversey Ave,41.93190196886,-87.7011951301,15
1945195957167804800,24146,Knox Ave & Marquette Ave,41.77114,-87.73774,15
a3b148bf-a135-11e9-9cda-0a87ae2ba916,540,Laramie Ave & Madison St,41.880207,-87.755337,11
a3b23785-a135-11e9-9cda-0a87ae2ba916,16948,Ashland Ave & 63rd St,41.779374,-87.664843,11
2064963313873613218,13230,Racine Ave & Belmont Ave,41.939743,-87.658865,16
ff21c158-de98-46c6-9ef7-7082bdb7c634,20215,Hegewisch Metra Station,41.64850076266409,-87.54608988761902,15
1975534406854476324,24407,Baltimore Ave & 133rd St,41.65349,-87.54703,16
a3b419d9-a135-11e9-9cda-0a87ae2ba916,637,Wood St & Chicago Ave,41.895634,-87.672069,15
a3a795d7-a135-11e9-9cda-0a87ae2ba916,13036,Michigan Ave & Madison St,41.882134,-87.625125,19
a3afd7ab-a135-11e9-9cda-0a87ae2ba916,15632,Talman Ave & Addison St,41.9466358306,-87.694614758,15
1958859639339458778,24237,Wood St & 33rd St,41.83427,-87.6706,15
a3a62aad-a135-11e9-9cda-0a87ae2ba916,13206,Loomis St & Jackson Blvd,41.877945,-87.662007,19
a3a8855c-a135-11e9-9cda-0a87ae2ba916,13389,Clarendon Ave & Junior Ter,41.961004,-87.649603,23
1961472602929588766,24326,Long Ave & Diversey Ave,41.93104,-87.76124,15
2024842594057769234,13208,Burling St & Diversey Pkwy,41.93314,-87.64776,4
a3aa8ca0-a135-11e9-9cda-0a87ae2ba916,TA1309000043,Southport Ave & Irving Park Rd,41.954177,-87.664358,15
a3b222fc-a135-11e9-9cda-0a87ae2ba916,559,Racine Ave & Garfield Blvd,41.794228,-87.655073,11
1933998036428004326,21334,Lawndale Ave & 30th St,41.8389124,-87.7168955,15
1970688521031469268,24379,Martin Luther King Dr & 87th St,41.73677,-87.61439,15
2010820263334840794,21394,Panama Ave & Grace St,41.94766,-87.82925,11
a3a9b1d7-a135-11e9-9cda-0a87ae2ba916,13434,Ashland Ave & Grand Ave,41.891072,-87.666611,15
a3aa4017-a135-11e9-9cda-0a87ae2ba916,13325,Broadway & Waveland Ave,41.949074,-87.648636,16
a3aabad8-a135-11e9-9cda-0a87ae2ba916,TA1309000033,Sheffield Ave & Webster Ave,41.92154,-87.653818,19
a3aae35a-a135-11e9-9cda-0a87ae2ba916,13345,Calumet Ave & 35th St,41.831379,-87.618034,15
a3a4ac3f-a135-11e9-9cda-0a87ae2ba916,TA1306000016,Sheffield Ave & Fullerton Ave,41.9256163,-87.6536574,28
a3a82c6c-a135-11e9-9cda-0a87ae2ba916,13235,Southport Ave & Waveland Ave,41.948226,-87.6640712,24
2012672652900879218,24308,Narragansett Ave & North Ave,41.9095,-87.78491,12
2014856134756363200,24425,Aberdeen St & 103rd St,41.70704,-87.65022,16
1866476559603607834,PI00002,Streeter Dr/Grand Ave,41.892401,-87.612388,4
2014856357079685426,24356,Halsted St & 93rd St,41.72489,-87.64358,16
2020810253003180058,24476,Farragut Ave & Central Ave,41.97666,-87.76823,16
1934290608103817582,24130,Western Ave & 81st St,41.746426,-87.683123,15
a3a9a778-a135-11e9-9cda-0a87ae2ba916,13354,Ashland Ave & 13th St,41.865234,-87.666507,15
a3aff616-a135-11e9-9cda-0a87ae2ba916,KA150400009X,Kimball Ave & Belmont Ave,41.93939395344302,-87.71206766366959,15
a3b29a90-a135-11e9-9cda-0a87ae2ba916,582,Phillips Ave & 83rd St,41.744531,-87.56506,11
a3af956e-a135-11e9-9cda-0a87ae2ba916,KA1504000093,Rockwell St & Eastwood Ave,41.96590013976,-87.6936384935,15
22afe78c-e8f7-4a80-969e-7ddeafdf49da,20125,Halsted St & 104th St,41.70513978893236,-87.6424241065979,15
1870208802121658482,KA1503000049.1,Rainbow - Beach,41.75787096522547,-87.54917675279042,15
a3a5af44-a135-11e9-9cda-0a87ae2ba916,13081,Ogden Ave & Congress Pkwy,41.87501,-87.67328,15
a3b46866-a135-11e9-9cda-0a87ae2ba916,652,Rhodes Ave & 71st St,41.766,-87.611726,11
1929121088624564460,23163,Laramie Ave & Irving Park Rd,41.9533354,-87.7583844,15
1867617341378224632,23107,Karlov Ave & Lawrence Ave,41.967947,-87.730409,15
1866477298337982542,PI00003,Leavitt St/North Ave,41.910077,-87.682306,4
a3ad61c2-a135-11e9-9cda-0a87ae2ba916,KA1503000007,Cornell Ave & Hyde Park Blvd,41.802406,-87.586924,19
1988925731902098196,24333,Oriole Ave & Irving Park Rd,41.95224,-87.81697,12
a3afc347-a135-11e9-9cda-0a87ae2ba916,15628,California Ave & Byron St,41.95216219326,-87.698051113,19
a3acd5b1-a135-11e9-9cda-0a87ae2ba916,KA1503000055,Halsted St & 63rd St,41.77938114228,-87.6446208145,11
1872721624592814362,21312,Lockwood Ave & Wrightwood Ave,41.927766,-87.758544,15
1930641272056945296,1523185.1,Mason Ave & Grand Ave,41.9204347,-87.7743901,15
a3a5b496-a135-11e9-9cda-0a87ae2ba916,13084,California Ave & Milwaukee Ave,41.922695,-87.697153,15
2008158642964226604,24363,Portage Park,41.95607,-87.76472,16
1e7e4cf3-a16b-4cb7-9ead-fdd71e07ea77,20237,Yates Blvd & 93rd St,41.726166390245105,-87.5662761926651,15
a3b218cd-a135-11e9-9cda-0a87ae2ba916,557,Seeley Ave & Garfield Blvd,41.794087,-87.675478,11
c1f104db-9ee7-4999-bd4a-ddd766c75e04,20222,Burnham Greenway & 105th St,41.7045750872071,-87.52823173999786,11
a3ad8aa3-a135-11e9-9cda-0a87ae2ba916,KA1503000070,Harper Ave & 59th St,41.78794281287,-87.5883151702,15
1981474194261928388,24335,Newcastle Ave & Irving Park Rd,41.95256,-87.79755,16
a3a42574-a135-11e9-9cda-0a87ae2ba916,KA1503000012,Clark St & Lake St,41.88602082773,-87.6308760584,35
1861588043429399408,23101,McCormick Blvd & Devon Ave,41.9972,-87.71105,11
a3a6fcac-a135-11e9-9cda-0a87ae2ba916,TA1307000127,Clark St & Grace St,41.95078,-87.659172,23
a3a3bc53-a135-11e9-9cda-0a87ae2ba916,KA1503000072,Wacker Dr & Washington St,41.88314336439022,-87.63724207878113,15
1872721263815561908,23121,Damen Ave & 87th St,41.736044,-87.672861,15
a3a4d069-a135-11e9-9cda-0a87ae2ba916,13138,Canal St & Jackson Blvd,41.878125,-87.639968,30
a3b21de7-a135-11e9-9cda-0a87ae2ba916,16943,Ashland Ave & Garfield Blvd,41.792822,-87.664429,11
7e435d2a-617e-4c3f-bed0-a8801c20f265,20236,Stony Island Ave & 90th St,41.731394943302355,-87.58574366569519,15
a3aa91f4-a135-11e9-9cda-0a87ae2ba916,13294,Greenview Ave & Diversey Pkwy,41.93258963429789,-87.66593635082245,15
391d5cd8-c87c-42f8-94df-823f94284005,20224,Calumet Park,41.71370983035615,-87.53084421157837,15
a3ad7b51-a135-11e9-9cda-0a87ae2ba916,KA1503000075,DuSable Museum,41.79156801058,-87.6078521774,11
a3b1ff34-a135-11e9-9cda-0a87ae2ba916,16937,Ashland Ave & McDowell Ave,41.809719,-87.663477,11
9e5ce0b6-198f-48fa-9363-64ab5ec2b222,20106,Chicago State University,41.71896342165455,-87.60829567909241,23
a3a3f5e9-a135-11e9-9cda-0a87ae2ba916,13290,Noble St & Milwaukee Ave,41.9007,-87.662607,15
1869052846885132442,23136,Kedzie Ave & 73rd St,41.760703,-87.702292,15
a3a89488-a135-11e9-9cda-0a87ae2ba916,TA1307000164,Woodlawn Ave & 55th St,41.795264,-87.596471,19
1934290793283144612,24144,Central Park Ave & 66th St,41.773258,-87.713143,15
a3a46e71-a135-11e9-9cda-0a87ae2ba916,TA1305000011,Michigan Ave & Lake St,41.886022,-87.624398,35
a3aab5c1-a135-11e9-9cda-0a87ae2ba916,TA1309000014,Clark St & Leland Ave,41.96708783918421,-87.66729086637497,19
1939906971867155378,24246,Archer Ave & Homan Ave,41.81153,-87.70885,15
a3aa7373-a135-11e9-9cda-0a87ae2ba916,TA1309000018,Ravenswood Ave & Berteau Ave,41.957921,-87.673567,15
14d6e4b0-d0cc-4ccb-b757-e596d8c24a99,20221,Torrence Ave & 106th St,41.702800850225906,-87.55972623825073,15
